id,age,gender,education,neuroticism,extraversion,openness,agreeableness,conscientiousness,impulsivity,sensation_seeking,alcohol_ever,alcohol_year,alcohol_week,caffeine_ever,caffeine_year,caffeine_week,cannabis_ever,cannabis_year,cannabis_week,cocaine_ever,cocaine_year,cocaine_week,meth_ever,meth_year,meth_week
971,55-64,M,Ed9,20,48,50,50,47,5,6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
972,35-44,F,Ed7,38,40,45,39,38,6,8,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
973,25-34,M,Ed5,40,28,50,36,48,3,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
974,18-24,M,Ed5,50,31,38,44,38,2,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
975,18-24,M,Ed5,20,53,54,52,46,2,10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
976,18-24,M,Ed5,48,40,53,35,36,5,10,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
977,65+,M,Ed8,18,40,50,48,47,5,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
978,18-24,M,Ed5,30,47,51,47,42,3,4,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
979,35-44,F,Ed8,30,49,37,53,39,7,9,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0
980,45-54,F,Ed5,48,32,43,42,47,2,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
981,25-34,F,Ed9,42,41,51,39,40,2,3,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
982,18-24,M,Ed5,40,39,47,38,45,3,6,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
983,18-24,M,Ed5,46,47,38,37,34,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
984,25-34,F,Ed7,42,39,57,31,49,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
985,18-24,M,Ed5,34,39,54,49,41,6,10,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
986,18-24,M,Ed5,34,42,54,40,35,5,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
987,18-24,M,Ed6,43,34,41,40,44,6,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
988,25-34,M,Ed5,52,44,49,34,25,7,9,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
989,18-24,M,Ed5,46,29,49,43,35,2,6,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
990,25-34,M,Ed7,28,40,47,36,40,7,9,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
991,18-24,M,Ed5,52,36,56,44,39,6,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
992,18-24,M,Ed5,39,51,48,38,28,8,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
993,55-64,M,Ed6,28,42,50,44,42,3,5,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
994,25-34,M,Ed7,25,45,55,56,49,3,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
995,18-24,M,Ed5,41,45,51,49,36,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
996,18-24,M,Ed8,28,38,44,37,41,5,8,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
997,18-24,M,Ed8,28,46,43,46,47,6,8,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
998,25-34,M,Ed8,47,38,52,39,48,3,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
999,25-34,F,Ed9,26,45,44,42,48,3,4,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1000,18-24,M,Ed5,29,43,45,44,51,2,2,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0
1001,18-24,M,Ed2,48,32,44,42,37,7,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1002,18-24,M,Ed5,35,46,37,27,35,7,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1003,45-54,F,Ed5,32,41,47,46,47,1,2,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1004,18-24,M,Ed5,55,27,44,33,44,1,4,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1005,18-24,M,Ed4,53,23,38,40,17,3,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1006,18-24,M,Ed4,44,29,33,43,29,7,9,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1007,18-24,F,Ed4,53,33,52,44,35,2,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1008,18-24,M,Ed5,35,41,56,49,42,4,7,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1009,45-54,M,Ed8,42,31,42,40,33,3,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0
1010,18-24,F,Ed4,48,46,49,41,40,5,7,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1011,45-54,M,Ed7,29,40,46,43,45,0,4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
1012,18-24,F,Ed5,30,49,57,51,36,4,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1013,25-34,M,Ed5,53,31,49,38,31,4,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1014,18-24,M,Ed5,42,42,47,44,41,4,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1015,25-34,M,Ed5,28,53,52,46,37,8,10,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1016,45-54,M,Ed7,25,44,59,48,50,1,6,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
1017,18-24,M,Ed6,18,55,57,44,52,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1018,25-34,M,Ed5,39,20,40,32,22,6,6,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1019,18-24,F,Ed4,32,31,39,46,49,2,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1020,25-34,M,Ed4,38,50,48,33,42,3,8,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1021,35-44,F,Ed5,45,30,36,40,36,4,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1022,18-24,M,Ed7,37,33,53,30,47,3,4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1023,18-24,F,Ed5,55,19,38,40,23,2,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1024,18-24,M,Ed4,49,39,56,37,39,3,6,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1025,18-24,M,Ed5,29,38,53,36,23,7,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
1026,18-24,F,Ed4,39,32,49,47,37,6,6,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
1027,18-24,F,Ed7,25,33,41,41,39,3,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1028,45-54,M,Ed9,37,42,49,37,42,4,7,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0
1029,35-44,F,Ed7,42,42,43,43,46,7,9,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1030,18-24,F,Ed8,32,45,50,47,50,3,10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1031,18-24,F,Ed7,41,33,40,36,39,3,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1032,18-24,M,Ed5,29,42,50,50,42,4,8,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1033,25-34,M,Ed5,38,30,45,36,31,7,7,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0
1034,18-24,M,Ed5,38,35,47,39,40,4,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1035,18-24,F,Ed5,48,36,49,39,34,5,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1036,18-24,M,Ed6,41,43,57,43,38,5,8,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1037,18-24,F,Ed5,41,45,52,42,40,7,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1038,25-34,M,Ed5,19,43,50,47,47,1,3,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
1039,35-44,F,Ed8,48,29,46,58,36,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1040,18-24,F,Ed5,38,34,51,56,49,5,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1041,18-24,M,Ed5,43,39,50,38,45,2,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1042,35-44,F,Ed8,42,39,32,42,34,6,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1043,35-44,M,Ed7,38,24,31,34,31,8,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1044,25-34,M,Ed5,46,36,47,49,38,6,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1045,25-34,F,Ed8,45,37,36,48,37,1,4,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1046,18-24,M,Ed5,43,48,55,49,35,7,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1047,25-34,F,Ed8,49,48,57,26,32,7,9,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1048,18-24,M,Ed5,48,31,49,43,44,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1049,18-24,M,Ed8,23,55,49,38,46,6,10,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1050,18-24,M,Ed6,25,44,46,45,38,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1051,18-24,F,Ed5,46,43,55,53,37,6,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1052,25-34,M,Ed9,22,39,51,30,44,4,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1053,18-24,M,Ed5,29,37,39,41,40,3,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1054,18-24,M,Ed4,48,36,35,30,26,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1055,18-24,F,Ed5,40,36,49,41,39,3,5,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1056,25-34,M,Ed2,28,48,56,39,46,4,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1057,25-34,F,Ed5,38,39,51,47,51,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
1058,35-44,F,Ed4,39,31,38,31,31,4,7,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
1059,18-24,M,Ed7,43,32,37,40,39,5,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1060,18-24,M,Ed5,30,39,51,49,40,2,7,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1061,45-54,F,Ed8,30,40,56,47,48,1,4,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1062,18-24,F,Ed4,33,44,36,44,47,7,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1063,18-24,F,Ed7,48,52,56,42,38,7,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1064,25-34,M,Ed5,21,39,52,33,45,3,6,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1065,25-34,M,Ed8,29,44,56,47,46,3,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1066,18-24,M,Ed5,13,43,54,50,33,6,8,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1067,35-44,F,Ed3,48,35,50,45,52,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1068,35-44,M,Ed7,30,35,29,41,40,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1069,18-24,M,Ed4,21,46,46,43,35,6,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1070,25-34,F,Ed9,27,40,53,55,54,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1071,25-34,F,Ed8,35,30,43,42,50,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1072,18-24,M,Ed8,40,40,48,39,43,6,6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1073,18-24,M,Ed5,31,37,53,44,31,3,8,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1074,18-24,F,Ed8,51,29,45,45,39,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
1075,35-44,F,Ed9,29,42,46,41,51,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1076,35-44,M,Ed4,39,35,43,40,41,4,8,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1077,18-24,M,Ed3,27,36,51,51,40,2,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1078,35-44,F,Ed6,40,40,39,44,41,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1079,25-34,F,Ed7,53,26,57,37,44,4,10,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1080,45-54,M,Ed6,22,46,44,40,44,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1081,35-44,F,Ed6,41,30,36,44,33,1,2,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1082,25-34,F,Ed8,39,51,45,45,46,5,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1083,18-24,F,Ed8,25,50,48,50,50,3,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1084,18-24,M,Ed8,33,43,44,45,38,3,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1085,18-24,F,Ed8,42,47,40,40,32,2,3,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
1086,18-24,F,Ed7,35,39,49,45,45,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1087,18-24,F,Ed8,33,43,52,42,53,5,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1088,35-44,M,Ed6,34,39,50,46,46,2,7,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1089,18-24,F,Ed8,35,46,58,41,44,1,4,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1090,18-24,F,Ed8,41,43,46,41,44,4,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1091,25-34,F,Ed8,31,39,48,47,48,4,3,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
1092,25-34,F,Ed7,26,49,47,50,40,1,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1093,18-24,F,Ed8,42,49,45,57,38,7,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1094,45-54,F,Ed2,31,44,38,50,43,4,4,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1095,18-24,M,Ed7,21,34,42,35,32,4,8,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0
1096,25-34,F,Ed7,23,51,40,39,46,6,7,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1097,35-44,M,Ed8,31,46,47,43,48,6,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1098,25-34,M,Ed8,47,32,40,43,43,3,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1099,18-24,M,Ed4,30,35,56,54,33,3,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1100,25-34,M,Ed5,27,40,51,44,37,6,6,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1101,18-24,F,Ed5,36,37,46,37,37,1,5,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1102,18-24,F,Ed8,24,48,48,46,46,3,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1103,18-24,M,Ed5,30,43,45,45,28,4,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1104,18-24,F,Ed7,39,39,42,41,50,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1105,18-24,F,Ed8,28,39,45,40,39,3,9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1106,18-24,F,Ed4,26,42,57,37,28,4,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1107,25-34,M,Ed5,25,32,51,35,26,1,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1108,25-34,F,Ed9,34,38,43,56,52,1,6,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
1109,25-34,F,Ed5,54,38,49,35,34,4,8,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1110,18-24,M,Ed7,47,47,53,42,38,8,10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1111,18-24,M,Ed5,27,51,55,51,40,4,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1112,45-54,M,Ed5,57,29,33,44,29,6,4,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
1113,18-24,F,Ed5,38,39,44,56,51,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1114,45-54,M,Ed9,40,37,50,45,32,7,6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
1115,18-24,M,Ed4,27,31,41,36,46,2,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1116,18-24,M,Ed5,12,43,46,51,54,3,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1117,45-54,M,Ed2,41,36,49,26,40,6,5,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1118,18-24,M,Ed5,45,40,54,42,31,7,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1119,18-24,M,Ed5,51,31,45,37,37,2,5,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1120,25-34,F,Ed7,21,55,60,50,40,5,10,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1121,18-24,M,Ed5,46,37,46,31,34,6,8,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1122,25-34,M,Ed7,26,48,49,46,47,4,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1123,25-34,M,Ed5,32,21,37,38,40,4,8,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
1124,18-24,M,Ed2,35,26,56,43,39,2,4,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1125,25-34,M,Ed6,43,33,38,43,32,5,4,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1126,25-34,M,Ed4,26,40,29,46,42,7,6,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
1127,25-34,M,Ed6,49,30,43,42,24,3,5,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0
1128,55-64,M,Ed3,41,37,42,32,46,3,6,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1129,18-24,M,Ed5,49,33,51,45,36,5,9,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
1130,18-24,M,Ed5,46,25,41,50,32,6,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1131,18-24,M,Ed5,22,31,52,53,28,3,7,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0
1132,18-24,M,Ed5,40,41,45,43,27,7,8,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0
1133,25-34,F,Ed6,56,45,51,29,28,8,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1134,25-34,M,Ed8,42,35,47,35,40,3,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1135,35-44,M,Ed6,24,41,56,50,44,7,8,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0
1136,18-24,M,Ed8,40,48,38,37,38,8,7,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1137,18-24,M,Ed4,49,44,44,34,29,7,9,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0
1138,25-34,F,Ed9,35,42,40,43,45,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1139,25-34,F,Ed7,39,26,46,47,32,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1140,25-34,M,Ed5,41,31,49,16,38,8,9,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
1141,18-24,F,Ed5,27,43,47,52,40,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1142,25-34,F,Ed7,51,28,51,36,30,5,9,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1143,35-44,M,Ed6,40,31,47,42,46,5,6,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1
1144,18-24,F,Ed5,54,26,54,52,33,3,9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1145,45-54,M,Ed7,38,32,41,41,37,4,3,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
1146,18-24,M,Ed5,51,34,41,35,25,3,6,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1147,25-34,M,Ed8,38,35,48,43,34,2,2,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1148,25-34,M,Ed7,14,37,38,33,48,3,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1149,35-44,M,Ed6,53,33,47,33,32,6,4,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0
1150,18-24,M,Ed5,37,41,47,39,37,5,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1151,45-54,F,Ed4,30,44,44,46,48,2,4,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1152,25-34,M,Ed5,48,37,50,50,45,4,7,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
1153,35-44,F,Ed7,52,27,42,41,32,6,3,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1154,55-64,F,Ed8,39,35,41,35,40,5,10,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1155,18-24,M,Ed4,41,34,45,42,27,5,9,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
1156,18-24,F,Ed8,40,41,48,48,38,4,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
1157,18-24,M,Ed9,27,51,56,53,38,3,9,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1158,18-24,F,Ed5,38,39,44,39,45,3,4,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0
1159,18-24,M,Ed5,42,52,57,46,39,7,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1160,45-54,M,Ed6,31,40,44,35,48,2,7,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
1161,25-34,F,Ed7,42,39,47,43,33,4,9,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0
1162,18-24,M,Ed3,44,32,36,37,43,5,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
1163,18-24,M,Ed5,36,39,56,44,44,5,10,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
1164,25-34,F,Ed9,34,33,48,49,54,2,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1165,25-34,M,Ed3,32,42,46,44,45,4,6,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
1166,25-34,M,Ed5,44,32,49,39,49,6,5,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1
1167,35-44,M,Ed7,32,36,52,48,28,8,10,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
1168,25-34,M,Ed7,41,33,53,41,46,3,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1169,18-24,M,Ed4,44,38,55,38,34,6,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1170,45-54,M,Ed6,40,39,45,30,34,5,7,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
1171,35-44,F,Ed7,25,48,55,51,44,2,5,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
1172,35-44,M,Ed5,37,36,46,38,43,2,7,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
1173,18-24,M,Ed5,33,41,39,47,48,6,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
1174,18-24,F,Ed5,40,41,55,47,46,1,6,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0
1175,18-24,M,Ed5,36,34,52,41,49,3,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
1176,25-34,M,Ed8,39,34,46,37,49,8,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1177,18-24,M,Ed5,23,40,40,48,40,3,8,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0
1178,18-24,M,Ed5,44,39,46,34,35,1,6,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
1179,25-34,F,Ed5,31,42,47,53,43,7,7,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
1180,25-34,F,Ed8,55,43,57,24,32,8,10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0
1181,18-24,M,Ed5,28,38,42,48,40,3,2,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
1182,18-24,M,Ed5,34,28,48,39,40,2,7,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
1183,25-34,M,Ed5,52,37,42,40,34,4,7,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0
1184,25-34,F,Ed6,40,37,42,56,36,5,6,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0
1185,18-24,M,Ed7,31,47,52,41,53,2,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
1186,45-54,M,Ed2,34,31,45,49,44,3,8,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
1187,18-24,M,Ed5,44,38,50,37,35,6,8,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
1188,18-24,M,Ed5,26,44,48,47,36,8,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1189,25-34,F,Ed7,48,38,52,46,42,4,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1190,55-64,F,Ed9,32,43,49,40,42,3,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1191,18-24,M,Ed5,25,49,49,39,42,7,7,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
1192,18-24,M,Ed8,18,42,51,54,48,2,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
1193,18-24,F,Ed5,42,44,49,44,22,8,9,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0
1194,18-24,M,Ed4,51,29,49,46,33,8,9,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
1195,18-24,M,Ed5,14,47,53,53,38,4,7,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1196,35-44,M,Ed7,39,41,51,36,45,5,9,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1197,18-24,M,Ed5,45,37,46,40,29,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
1198,18-24,M,Ed5,41,38,42,38,38,3,8,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
1199,25-34,M,Ed7,27,38,45,30,40,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
1200,25-34,M,Ed2,32,21,41,43,44,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
1201,18-24,M,Ed5,55,19,37,45,27,5,9,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
1202,25-34,F,Ed7,37,28,49,49,29,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
1203,18-24,M,Ed5,39,46,57,38,37,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1204,18-24,M,Ed5,29,45,48,36,36,3,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
1205,18-24,M,Ed4,40,43,44,34,40,5,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1206,25-34,M,Ed5,44,30,49,36,33,4,8,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
1207,18-24,F,Ed4,26,36,46,29,31,7,7,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1208,45-54,M,Ed7,31,50,55,52,50,3,5,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
1209,18-24,M,Ed6,37,40,51,28,51,6,10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
