name,cuisine,inspection_date,score,critical
ETC VENUES,American,07/09/2024,8,0
ROSEMARY'S,Italian,01/31/2023,31,1
LENWICH,Sandwiches/Salads/Mixed Buffet,07/08/2022,3,0
DELUXE GREEN BO,Chinese,07/25/2022,66,1
IL MONELLO,Italian,02/21/2023,6,0
GEISHA JAPANESE GRILL,Fusion,08/28/2024,30,0
GO CUPS,"Juice, Smoothies, Fruit Salads",11/13/2024,8,0
Deli El Chapincito,Latin American,11/25/2024,27,0
Five Flies coffee,American,08/23/2023,45,1
787 COFFEE ROASTERS,Coffee/Tea,10/11/2023,22,1
L.A. SWEETSNY,Bakery Products/Desserts,12/18/2024,22,0
THE LONG HALL,American,06/07/2022,10,1
STARBUCKS,Coffee/Tea,08/12/2021,3,0
MELBA'S,American,01/18/2023,10,0
EAT OFFBEAT,Mediterranean,09/14/2023,56,1
MASSERIA DEI VINI,Italian,10/10/2024,18,0
ALICE,Italian,03/23/2022,0,1
THE IMMIGRANT NYC,American,06/18/2024,10,1
CAROL'S BUN,Chinese,09/27/2022,19,0
NESPRESSO,Coffee/Tea,12/02/2024,9,1
AARON'S CHINESE AND THAI,Chinese,06/06/2022,0,1
CASA TUYA BAR & KITCHEN,Mexican,09/07/2023,23,1
THAI VILLA,Thai,07/24/2024,39,1
PIZZA TOWN,Pizza,04/25/2022,59,1
OMAKASE ROOM BY MAASER,Japanese,06/26/2024,5,1
LA GOURMET,American,03/07/2022,31,1
POLANCO RESTAURANT BBQ,Latin American,10/16/2024,12,0
HOLE IN THE WALL,Australian,09/03/2024,8,1
STORE HOUSE,American,07/19/2022,33,0
COCINA LATINA,Latin American,07/06/2022,34,0
GUNTHER'S,Sandwiches/Salads/Mixed Buffet,12/14/2023,53,0
DOWNTOWN GALWAY HOOKER,Irish,01/23/2023,31,1
787 COFFEE IS,Coffee/Tea,12/27/2023,26,1
CASA BOND NOHO,Asian/Asian Fusion,08/03/2022,25,1
MAGNOLIA BAKERY,Bakery Products/Desserts,04/28/2023,21,1
YUCA BAR & RESTAURANT,Latin American,10/19/2022,23,1
KUU,Japanese,03/23/2022,21,1
CRUZ BAKERY,Bakery Products/Desserts,09/28/2023,18,1
MI RANCHITO MEXICAN RESTAURANT,Mexican,05/31/2022,0,0
DUNKIN',Donuts,01/27/2025,12,1
BARBUTO WEST,Italian,05/02/2022,47,1
FELIX ROASTING COMPANY,Coffee/Tea,03/05/2024,46,0
PANINERIA,Italian,02/10/2025,12,0
LES TROIS CHEVAUX,French,03/17/2023,12,0
ANPANMAN BAKERY CAFE,Chinese,06/08/2022,62,1
UNCLE LOU,Chinese,02/03/2025,13,0
B AND B RESTAURANT,African,05/07/2024,96,1
BANH MI ZON,Asian/Asian Fusion,08/22/2024,21,1
INDIA AT TIMES SQUARE,Indian,03/13/2025,46,1
ROSEVALE / STARCHILD,American,08/23/2023,35,1
THE LITTLE TACO HOUSE,Tex-Mex,04/13/2022,20,1
CHINESE TUXEDO/PEACHY'S,Chinese,10/22/2024,12,1
GRILL 21,Filipino,08/16/2022,13,0
CAROL'S BUN,Chinese,04/11/2022,94,1
MASTERCARD NYC,Coffee/Tea,04/25/2022,7,0
DUNKIN,Donuts,10/13/2022,13,0
YUE LAI BAKERY,Bakery Products/Desserts,12/12/2022,26,0
FARIDA,Russian,11/15/2023,18,1
THE GREEN ORGANIC,Other,09/24/2024,40,0
KETTL TEA BOWERY,Coffee/Tea,11/20/2024,7,1
POMMES FRITES,Other,07/11/2024,32,0
LORD'S,English,08/03/2023,20,1
BANGKOK 2 THAI,Thai,09/01/2021,27,1
DAVIDOVICH BAKERY,Bakery Products/Desserts,03/11/2025,33,0
BARRY'S BOOTCAMP,"Juice, Smoothies, Fruit Salads",06/10/2022,7,1
ALL & SUNDRY,American,06/29/2023,41,1
51 PIZZA,Pizza,10/03/2022,48,0
MANGO MANGO ARTISAN LAB,Asian/Asian Fusion,11/21/2023,34,1
TSUKUSHI RESTAURANT,Japanese,11/28/2022,30,1
TOWN TENNIS MEMBERS CLUB,American,09/24/2018,8,1
FYAH BUN CREATIVE,Caribbean,09/20/2022,0,1
BAR A VIN (LE DISTRICT),American,02/12/2025,12,0
EL GALLO TAQUERIA,Mexican,03/04/2024,22,1
HANE SUSHI,Japanese,08/06/2024,15,0
CARROT EXPRESS,Other,02/27/2024,13,1
TIA POL,Spanish,04/14/2023,21,1
FATOUSHA  RESTAURANT,Mediterranean,12/26/2024,26,0
IL CANTUCCIO PIZZERIA RESTAURANT,Pizza,09/26/2023,39,1
HELEN MILLS EVENT SPACE AND THEATER,American,04/24/2019,7,1
DALTON'S BAR & GRILL,American,04/28/2023,13,1
MCDONALDS # 18093,Hamburgers,12/13/2024,12,1
DUNKIN' DONUTS,Coffee/Tea,04/07/2023,7,1
LA FARINE PATISSERIE ET CAFE,Bakery Products/Desserts,01/30/2025,8,1
PRET A MANGER,Other,08/13/2024,13,1
OMONIA CAFE,Bakery Products/Desserts,09/12/2023,21,0
JIN RAMEN,Japanese,11/02/2023,32,1
SIMPSON THACHER AND BARTLET CAFE,American,10/21/2022,7,0
REMEDY DINER,American,03/31/2023,22,0
SEFTON,American,11/19/2024,18,0
WANG LAO JI HERBAL TEA,Coffee/Tea,11/07/2024,12,1
MATTO ESPRESSO,Coffee/Tea,02/19/2025,91,0
GRACE WOK,Chinese,07/17/2024,13,1
IRON SUSHI,Japanese,11/12/2024,12,1
EL PORTON BAR & RESTAURANT,Mexican,06/05/2024,25,1
DOMINO'S PIZZA #3687,Pizza,06/02/2022,0,0
KEBAB AUR SHARAB,Indian,02/05/2025,34,1
FOREFEATHERS,American,05/07/2024,24,0
FAN SZECHUAN,Other,02/19/2025,25,1
SU KHUM VIT 51,Thai,02/20/2025,12,1
STOUT,American,08/29/2024,7,0
Taco Mahal,Indian,06/03/2024,68,1
SUBWAY,Sandwiches,01/20/2023,13,0
THE MAGICIAN,American,12/07/2022,17,1
NEW GOLDEN DRAGON CHINESE RESTAURANT,Chinese,03/04/2024,5,0
3 TIMES,Asian/Asian Fusion,01/24/2024,37,1
Manny's Bistro,French,06/02/2023,2,0
HATSUHANA RESTAURANT,Japanese,03/24/2022,13,1
SOPHIES CUBAN CUISINE,Other,07/31/2023,23,0
BLESS BAR & KITCHEN,Latin American,08/16/2022,27,0
CHOCOLATE DIP,Frozen Desserts,08/23/2022,20,1
CINNABON/AUNTIE ANNE'S,Bakery Products/Desserts,02/06/2024,40,1
SHAKE SHACK,Hamburgers,10/17/2024,9,0
OSTERIA NANDO,Mediterranean,01/06/2022,31,1
VINYL RESTAURANT,Steakhouse,08/08/2023,29,1
FLUTE,American,08/25/2021,19,1
CHICKEN RANCH,Chicken,07/19/2022,31,1
BARNJOO,Korean,11/14/2024,20,1
FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,04/26/2023,11,0
ANTIQUE GARAGE,Mediterranean,05/01/2023,9,1
BUDDHA BODAI ONE VEGETARIAN RESTAURANT,Vegetarian,01/15/2025,23,0
Vestry,Other,03/23/2023,10,1
HEX AND COMPANY,American,04/26/2022,32,1
BRISA DOMINICANA,Spanish,03/29/2022,0,0
BENNY'S CHAO KING RESTAURANT,Chinese,03/31/2022,33,0
STARBUCKS,Coffee/Tea,04/27/2023,3,0
DUNKIN',Coffee/Tea,05/15/2023,2,0
CHIPOTLE MEXICAN GRILL,Sandwiches/Salads/Mixed Buffet,04/22/2024,8,1
GUMPTION COFFEE,Coffee/Tea,10/05/2022,17,0
NARUTO RAMEN,Japanese,04/19/2022,24,1
SWAGAT,Indian,09/07/2022,42,1
SLICE PIZZA,Pizza,12/19/2022,27,1
BON BON JUICE BAR & GRILL,"Juice, Smoothies, Fruit Salads",01/07/2025,11,0
ESSEX RESTAURANT,American,04/02/2024,20,1
Stage 42,American,06/10/2016,18,1
MADAME BONTE,Coffee/Tea,10/21/2022,8,0
LAS PALMAS RESTAURANT,Mexican,10/18/2023,10,0
BAKERY MOCANA,Bakery Products/Desserts,06/07/2022,13,0
6B,American,04/16/2024,5,0
THE MILLING ROOM,New American,10/11/2023,9,0
FABRIQUE,Bakery Products/Desserts,06/24/2022,20,0
BALCON SALON,American,01/31/2024,10,1
HAWA SMOOTHIES,"Juice, Smoothies, Fruit Salads",07/02/2024,12,0
INDIAN ACCENT,Indian,12/03/2024,13,1
ANGELO'S PIZZA,Pizza,07/09/2024,15,0
GEORGE KEELEY,American,05/22/2024,12,0
HAPPY STAR BAKERY,Bakery Products/Desserts,11/30/2023,26,1
THE JUNCTION,American,05/08/2024,2,0
POULETTE,Chicken,05/12/2022,19,1
HOKKAIDO BAKED CHEESE TART,Coffee/Tea,10/17/2024,24,1
MADE IN NEW YORK PIZZA,Pizza,11/09/2022,49,1
JUST SALAD,Salads,06/18/2024,49,1
LOMBARDI'S,Pizza,11/12/2024,12,0
THE INDEPENDENT,American,01/04/2024,11,0
TWO BOOTS,Pizza,12/28/2022,15,1
UTSHOB RESTAURANT,Indian,09/04/2024,61,0
YAKINIKU GEN,Japanese,03/13/2024,35,0
TEN THOUSAND COFFEE,Coffee/Tea,04/20/2022,12,0
BABY GRAND,American,01/23/2024,23,0
MASALA KING,Indian,04/23/2024,102,1
LLOYD'S CARROT CAKE,Bakery Products/Desserts,12/12/2024,44,1
MING KEE KITCHEN,Chinese,02/15/2023,47,1
DUNKIN,Donuts,04/12/2022,12,1
LA VILLETTA,Italian,08/10/2023,39,1
LITTLE RUBYS CAFE,Australian,11/22/2023,10,0
KATZ'S DELICATESSEN,Sandwiches,05/02/2023,13,1
GARDEN CAFE,Italian,06/23/2022,0,1
HAMPTON INN NYC TIMES SQUARE & HOME2 SUITES NYC TIMES SQUARE,American,12/17/2024,26,0
DOUBLES CLUB,American,11/12/2024,4,0
TAPPO,Pizza,09/07/2022,12,0
METROGRAPH,American,04/05/2022,5,1
HOP KEE RESTAURANT,Chinese,05/08/2024,27,1
HONG KONG CHINESE RESTAURANT,Chinese,10/08/2024,4,0
BLANK STREET COFFEE,Coffee/Tea,01/30/2025,25,0
TAM SANG THAI KITCHEN,Thai,08/24/2022,0,0
NEW KIM TUONG RESTAURANT,Chinese,05/10/2024,23,0
KINGS KITCHEN 92 INC,Chinese,02/25/2025,34,1
FIVE SENSES,Korean,05/11/2022,27,1
EDEN WOK,Jewish/Kosher,07/23/2024,78,1
TOP THAI,Thai,01/17/2023,49,0
KARE THAI,Thai,11/16/2022,31,1
EL NUEVO TAINO RESTAURANT,Latin American,08/17/2023,53,0
CRAFT + CARRY,American,10/03/2023,10,1
MILENIO BAKERY,Bakery Products/Desserts,03/16/2022,29,0
Burger & Shake Co,American,10/04/2023,29,0
"WEIL, GOTSHAL, & MANGES",American,04/13/2022,26,1
WU'S WONTON KING,Chinese,01/09/2024,31,1
EL PAMBAZO,Mexican,11/28/2023,46,1
KOLOMAN RESTAURANT & LOBBY BAR (in ACE Hotel New York),American,05/19/2023,38,1
NEW CAMERON BAKERY,Bakery Products/Desserts,03/17/2022,50,0
CLUB MACANUDO (CIGAR BAR),American,05/23/2024,55,0
OSTERIA LAGUNA,Italian,07/17/2024,6,1
MISTA OH,Korean,05/09/2024,36,0
CARRY ON TEA & SYMPATHY,English,05/28/2024,12,1
ELLIE'S CHINESE RESTAURANT,Chinese,06/12/2024,27,1
BARRY'S BOOTCAMP,"Juice, Smoothies, Fruit Salads",02/06/2025,45,1
Webster Hall,American,11/23/2021,13,1
UNREGULAR PIZZA,Pizza,07/12/2023,26,1
WORLD YACHT DUCHESS,American,08/20/2016,12,0
NEW MIZU SUSHI,Japanese,07/22/2021,10,1
PHO LEXINGTON,Asian/Asian Fusion,09/07/2023,13,1
PAD THAI NOODLE LOUNGE,Thai,06/07/2023,9,0
MAJESTIC DELICATESSEN CAFE,American,12/06/2022,63,0
EMBASSY SUITES,American,07/20/2023,19,1
JOE & THE JUICE BROAD ST,"Juice, Smoothies, Fruit Salads",05/19/2023,17,0
SPICE SYMPHONY,Indian,01/31/2024,18,0
STARBUCKS,Coffee/Tea,12/14/2023,2,0
ANDREWS COFFEE SHOP,American,02/16/2022,10,1
DUNKIN,Donuts,11/03/2023,19,0
VAN LEEUWEN ICE CREAM,Frozen Desserts,03/21/2022,37,1
REDEMPTION,American,12/03/2019,13,0
WOK WOK RESTAURANT,Asian/Asian Fusion,11/20/2024,12,0
LA SANDWICHERIE CHELSEA,Sandwiches,12/03/2024,7,1
CAZUELA MEXICANA,Mexican,07/18/2023,32,1
JUNIOR'S RESTAURANT,American,05/16/2023,13,1
WOOGA,Korean,07/22/2024,13,0
NEWSBAR,American,05/26/2023,25,1
SUROSS THAI BISTRO,Thai,04/11/2022,17,0
KIKU JAPANESE RESTAURANT,Japanese,06/27/2023,33,0
SAKE BAR SATSKO,Japanese,05/30/2024,17,1
GLUR,Thai,09/19/2022,0,1
MEDITERRANEO,Italian,03/15/2023,21,1
DELI & GRILL,American,10/05/2022,42,1
FERRIS BOOTH COMMONS - ALFRED LERNER HALL,American,03/12/2025,33,1
CORRADO BREAD AND PASTRY,Coffee/Tea,03/15/2024,18,1
CAFE METRO,American,10/26/2023,13,1
ZAYTINYA,Mediterranean,06/06/2022,37,1
FLAME,Asian/Asian Fusion,07/25/2022,13,0
MORGAN STANLEY CAFE,American,05/23/2023,7,0
MCDONALD'S,Hamburgers,06/08/2022,41,0
NOONA NOODLES,Korean,11/14/2024,10,1
WAYPOINT CAFE NYC,Coffee/Tea,07/17/2023,12,1
RENAISSANCE NEW YORK CHELSEA,American,07/05/2023,46,1
CAFE BY THE GIRLS,Coffee/Tea,06/18/2024,10,1
MISS SAIGON,Asian/Asian Fusion,02/01/2023,33,1
COLLAGE BISTRO & BAR,American,07/27/2022,56,1
SEROTONIN SMOOTHIE,"Juice, Smoothies, Fruit Salads",12/21/2023,7,0
NAYA,Mediterranean,01/23/2024,6,0
WHITE CASTLE,Hamburgers,02/17/2023,22,1
AMERICAN WHISKEY,American,10/08/2024,28,1
ISLAND,Seafood,05/02/2024,24,1
MING WONG RESTAURANT,Chinese,12/20/2022,21,1
LA BAKER EXPRESS CAFE,Bakery Products/Desserts,09/24/2024,23,1
LA CASA DEL POLLO AND JUICE BAR,Spanish,05/22/2024,27,1
MCDONALD'S,American,03/08/2023,12,1
CHELSEA JUICE,"Juice, Smoothies, Fruit Salads",05/15/2024,17,0
SATURDAYS SURF NYC,Coffee/Tea,06/01/2022,28,1
GARDEN CITY DELI,American,10/12/2022,41,1
BROAD NOSH BAGELS,Sandwiches/Salads/Mixed Buffet,03/22/2024,64,1
CAFFE NAPOLI,Italian,01/26/2023,71,0
GYU-KAKU,Japanese,11/15/2022,11,0
ROSIE DUNN,Irish,09/15/2021,26,0
PUFFY'S TAVERN,American,11/26/2024,5,1
JOOY TEA SHOPPE,Coffee/Tea,11/04/2024,45,0
"WCOU RADIO , TILE BAR",American,01/04/2022,9,1
THE BEST SICHUAN,Chinese,03/25/2024,87,0
SARABETH'S BAKERY,Bakery Products/Desserts,11/15/2023,25,1
TARTINA,Italian,04/27/2022,12,0
DORRIAN'S RED HAND RESTAURANT,Irish,03/16/2023,22,1
POPEYES,Chicken,04/10/2023,17,1
BERIMBAU BRAZILIAN KITCHEN MIDTOWN,Other,09/10/2024,13,0
MOTHER'S RUIN,American,10/16/2023,40,1
HAIR OF THE DOG,American,10/29/2024,11,0
OBAO,Thai,04/28/2022,15,0
ROMA PIZZA RESTAURANT,Pizza,08/12/2024,45,0
MADMAN ESPRESSO,Coffee/Tea,09/14/2022,2,0
OCEAN PRIME,American,07/02/2024,11,0
DIM SUM PALACE,Chinese,06/06/2022,0,1
ARABESQUE,Mediterranean,04/03/2019,9,0
ST GEORGE TAVERN RESTAURANT & BAR,Asian/Asian Fusion,02/26/2024,9,0
STORE HOUSE,American,10/15/2024,18,1
STARBUCKS,Coffee/Tea,11/09/2021,7,0
STEAM,Asian/Asian Fusion,10/13/2022,38,0
MICHAELI BAKERY,Bakery Products/Desserts,11/06/2024,10,0
SENZA GLUTEN,Coffee/Tea,06/21/2023,12,1
ARVACI COFFEE,Russian,08/04/2023,54,1
BLACK BURGER/LOS TACOS HERMANOS,American,12/26/2023,40,1
JUSTINO'S PIZZERIA,Pizza,01/31/2023,20,1
MURRAY HILL DINER,American,03/03/2022,11,1
SUMMER SALT,Mexican,02/01/2023,36,0
JAIRO Y ANTHONY GROCERY DELI,Spanish,05/17/2023,50,1
PEPOLINO,Italian,05/21/2024,48,1
B&W DELI GROCERY,American,08/23/2024,57,1
HEARTH,American,06/06/2024,10,0
CAVA MEZZE GRILL,Mediterranean,01/13/2025,12,0
230 FIFTH,American,02/28/2022,12,1
CALEXICO,Mexican,08/26/2024,86,0
HAMPTON INN-HERALD SQUARE,American,11/28/2023,71,1
BURGER KING,Hamburgers,04/10/2024,25,1
KAM HING CAFE,Bakery Products/Desserts,10/13/2021,42,1
JJ'S CAFE,Coffee/Tea,04/11/2024,4,0
EL CASTILLO DE JAGUA RESTAURANT,Latin American,03/27/2024,32,1
ANTIQUE GARAGE TRIBECA,Mediterranean,06/27/2024,9,0
MEZZE BARISTA BAR @ PFIZER,Coffee/Tea,02/15/2024,75,0
COFFEE & CRUMBS,American,06/02/2022,9,0
STRIP HOUSE,Steakhouse,01/25/2024,25,0
KOCHI,Korean,12/15/2021,28,0
BAROLO EAST,Italian,06/12/2024,43,0
VERSA,Californian,12/01/2022,23,1
HO HO TE,Coffee/Tea,11/25/2024,23,1
BRAVO PIZZA,Pizza,01/14/2022,23,1
YUE LAI BAKERY,Bakery Products/Desserts,02/27/2025,20,0
JOSEPH LEONARD,American,03/31/2022,13,1
LAGOS TSQ,African,03/21/2024,12,1
BOQUERIA,Spanish,11/19/2024,13,1
WHITMANS,American,03/14/2022,33,1
Hibachi Express,Japanese,03/26/2024,13,0
"WCOU RADIO , TILE BAR",American,09/10/2024,12,0
YUBU SOHO,Korean,10/31/2024,24,1
BAGEL BOB'S,Bagels/Pretzels,10/17/2023,12,1
JUNIOR'S SEAFOOD,Seafood,02/08/2024,24,0
FRAME,American,03/12/2025,20,1
DYCKMAN PALACE PIZZA,Pizza,06/03/2022,7,1
OBICA MOZZARELLA BAR,Italian,01/17/2025,22,1
MCDONALD'S #14106,Hamburgers,08/10/2023,19,0
SOHO SUSHI,Japanese,03/15/2022,26,0
DIG SEASONAL MARKET,American,05/06/2024,21,1
AYADA,Thai,10/11/2024,42,1
JAJAJA PLANTAS MEXICANA,Vegan,01/26/2022,61,0
CHIPOTLE MEXICAN GRILL,Tex-Mex,01/13/2023,3,0
O'HANLON'S BAR,Irish,06/13/2024,27,1
YUM YUM TOO,Thai,06/05/2023,56,0
UNCLE SAM PIZZA,Pizza,03/16/2023,6,0
STARBUCKS COFFEE,Coffee/Tea,06/28/2023,32,0
THE MELANGERIE,Salads,07/30/2024,2,0
TEDDYS F&B,American,12/21/2022,13,1
Hibachi Express,Japanese,03/02/2022,13,0
GENA'S GRILL,Latin American,05/09/2024,27,1
WAYPOINT CAFE NYC,Coffee/Tea,10/12/2022,21,1
BREADS BAKERY,Bakery Products/Desserts,07/18/2024,13,0
STARBUCKS,Coffee/Tea,07/22/2021,8,1
SAMMY'S HALAL,Mediterranean,08/16/2022,14,1
ALIDORO,Italian,11/03/2023,6,1
LITTLE ITALY PIZZA,Pizza,06/20/2024,8,0
SWEETGREEN,Salads,05/29/2024,4,0
PAPAYA,American,03/12/2025,10,0
POKE INN,Hawaiian,11/21/2024,13,1
DUNKIN,Donuts,01/30/2023,11,1
BIZCOCHO DE COLORES,Bakery Products/Desserts,04/07/2023,13,1
TAZA CAFE & DELI,American,07/27/2021,25,0
STARBUCKS COFFEE,Coffee/Tea,11/01/2023,11,0
BOBBY VAN'S STEAKHOUSE,Steakhouse,04/26/2022,9,0
BERLIN DONER,Turkish,01/31/2024,13,1
ELEVEN B,Pizza,04/03/2023,37,1
THE PHO 2,Asian/Asian Fusion,07/18/2024,38,0
SAPPHIRE 39,American,01/28/2023,48,1
MEXICUE,Mexican,08/21/2024,27,0
PICCOLA CUCINA UPTOWN,Italian,09/26/2024,13,1
LA CAVERNA,American,03/05/2024,5,0
FIVE GUYS FAMOUS BURGERS AND FRIES,Hamburgers,12/22/2022,9,0
TEN REN'S TEA TIME,Coffee/Tea,02/06/2025,12,1
PUEBLA MEXICAN FOOD,Mexican,10/09/2024,7,1
STARBUCKS,Coffee/Tea,11/04/2022,46,0
LEGEND,Chinese,07/25/2024,27,0
PATIS,Jewish/Kosher,07/10/2024,44,1
HOMEMADE TAQUERIA,Mexican,07/06/2022,0,0
POCKET BAR 57,American,08/08/2024,28,1
MAESTRO PASTA,Italian,06/01/2022,47,1
HASSY JUICE BAR,"Juice, Smoothies, Fruit Salads",04/01/2024,29,1
SUGAR FACTORY TIME SQUARE,American,04/02/2024,12,1
BLACK FOX COFFEE CO,Coffee/Tea,12/05/2023,9,0
FILLUP COFFEE,Coffee/Tea,07/09/2024,26,0
4TH FLOOR CAFETERIA,American,02/26/2024,25,1
EARL'S BEER & CHEESE,American,05/24/2023,52,0
TACO BELL,Tex-Mex,10/30/2023,31,1
OLE & STEEN,Scandinavian,12/18/2023,4,0
IFC CENTER,American,05/24/2023,24,0
ASTRO RESTAURANT,American,08/14/2024,25,1
BLACK SEED BAGELS,Bagels/Pretzels,09/11/2024,23,0
JAMES GIBNEY & SONS,Irish,02/08/2024,13,1
TRI DIM WEST,Chinese,11/06/2024,26,0
BAYARD SUSHI,Japanese,03/02/2022,39,0
WOLFNIGHTS,Mediterranean,09/12/2024,30,0
BLACK CAT LES,Coffee/Tea,02/10/2020,43,0
BB.Q CHICKEN,Korean,03/15/2023,37,1
SHANGHAI TIME,Chinese,03/12/2025,68,0
PINKS CANTINA,Other,08/29/2023,5,1
KOBEQUE,Korean,03/24/2023,9,0
OLYMPIA DELI & JUICE,American,12/15/2023,11,1
PENTAGRAM DESIGN,American,05/25/2022,8,0
THE FAMOUS JIMBO'S HAMBURGER PALACE,Hamburgers,05/01/2024,20,1
FASANO FIFTH AVENUE BAR,Italian,01/30/2023,11,0
MCDONALD'S,Hamburgers,03/06/2023,7,1
GINO'S PIZZERIA RESTAURANT,Pizza,01/23/2024,57,0
DOMINIQUE ANSEL BAKERY,French,03/10/2022,21,1
MAISON PICKLE,American,09/12/2024,17,1
RITZ-CARLTON BANQUET FLOORS,Other,04/12/2024,9,1
CI SIAMO,Italian,03/13/2025,10,0
PIER 25 SNACK BAR,American,07/17/2017,7,0
KUU,Japanese,09/27/2022,16,1
BAGEL & SCHMEAR,American,01/13/2025,33,1
FOOD PASSION,Other,08/19/2024,28,1
LA NUEVA ESPANA RESTAURANT,Latin American,06/28/2023,21,0
LE PAIN QUOTIDIEN,Bakery Products/Desserts,08/13/2021,9,0
SQUARE PIZZA,Pizza,02/01/2024,10,1
TAM SANG,Thai,07/25/2023,30,0
GARDEN CAFE,Italian,06/23/2022,0,0
ANDY'S RESTAURANT,Latin American,05/18/2023,53,0
SPICE SYMPHONY,Indian,10/08/2024,13,0
DIM SUM PALACE,Chinese,06/06/2022,0,1
TERANGA,African,07/13/2023,88,1
FRESH WHITE SWAN BAKERY,Bakery Products/Desserts,11/18/2022,23,1
KOCHI,Korean,12/15/2021,28,0
EL PORTON BAR & RESTAURANT,Mexican,03/11/2025,42,1
FACES & NAMES,American,06/11/2024,39,0
SANTO ENTIERRO DE XALPATLAHUAC RESTAURANT,Mexican,04/03/2024,38,1
JIMBO'S HAMBURGER PALACE,Hamburgers,03/21/2023,22,0
ROLL & KATSU KITCHEN,Korean,01/11/2024,17,0
TEA MAGIC,Coffee/Tea,01/14/2025,21,1
TENZAN,Japanese,10/11/2024,32,1
EL CASTILLO DE JAGUA II,Spanish,12/06/2023,53,0
SACCO PIZZA,Pizza,03/01/2022,13,1
PETIT CHOU,Bakery Products/Desserts,05/23/2024,23,1
Taquería by El Prieto NYC,Mexican,09/08/2022,6,0
SEOUL,Korean,05/09/2022,2,0
THE GREY DOG'S COFFEE,American,12/28/2023,17,1
UT47 MANHATTAN,Coffee/Tea,10/23/2018,38,0
LA CAVERNA,American,04/30/2023,19,0
"SUBWAY, CARVEL",Sandwiches,03/28/2023,42,1
CINICO COFFEE COMPANY,Coffee/Tea,10/24/2023,69,1
VIN SUR VINGT,French,06/02/2022,11,0
CHICKEN RICE,Chicken,05/23/2024,22,1
MAKE MY FISH,Seafood,06/26/2024,19,1
CAFE HIMALAYA,Asian/Asian Fusion,03/29/2022,10,0
CHA CHA MATCHA,Coffee/Tea,06/18/2024,31,1
THIRD RAIL COFFEE,Coffee/Tea,11/16/2023,43,1
PEKING DUCK HOUSE,Chinese,03/15/2023,26,0
ARTISAN CAFE,Coffee/Tea,02/01/2024,12,1
AI FIORI,Italian,09/20/2024,23,1
FAIRFIELD INN & SUITES,American,10/31/2023,38,1
LITTLE COLLINS,American,12/11/2023,39,0
FACTORY TAMAL,Mexican,09/16/2024,6,0
KLONG,Thai,01/24/2024,26,1
JENNIFER CAFE,Latin American,01/14/2025,12,0
CHIPOTLE MEXICAN GRILL,Tex-Mex,05/24/2023,9,0
HYATT PLACE NEW YORK CITY/TIMES SQUARE,Coffee/Tea,04/25/2022,4,0
THE MAGICIAN,American,05/09/2024,39,0
LA CREPARIS,French,08/10/2023,21,1
LE PAIN QUOTIDIEN,French,03/05/2025,43,1
ZAAD,Middle Eastern,10/03/2023,12,0
WOGIES BAR & GRILL,American,10/22/2024,12,1
DUNKIN' DONUTS,Donuts,01/09/2024,10,0
PITA BAR,Jewish/Kosher,11/04/2024,10,1
MOCHI DOLCI,Asian/Asian Fusion,03/12/2024,24,1
CAFE D'AVIGNON,Bakery Products/Desserts,12/07/2023,13,0
ABA TURKISH RESTAURANT,Turkish,02/21/2023,21,1
FRAME,American,12/08/2022,30,0
MASALA KING,Indian,11/14/2023,42,1
RIVER THAI & BEYOND,Thai,02/29/2024,19,0
JAYA RESTAURANT,Latin American,07/15/2022,22,1
ROCCO'S PIZZA,Pizza,01/25/2022,7,0
WIMPY'S RESTAURANT,American,09/15/2022,40,0
PLAYWRIGHT IRISH PUB,Irish,09/26/2024,31,1
GRAND MASTER DUMPLING,Chinese,02/17/2023,36,0
BAGEL MARKET,American,08/08/2024,32,1
SUBWAY,Sandwiches,10/28/2022,22,1
LUNGI,Indian,10/06/2022,66,0
MCDONALD'S #10407,American,11/06/2023,10,0
FINNEGAN'S WAKE,Irish,02/02/2023,27,0
THE FORT WASHINGTON BAKERY AND DELI,Bakery Products/Desserts,03/20/2023,2,0
TERANGA,African,07/13/2023,88,1
URBAN PIZZA,Pizza,05/13/2024,85,0
CONSUELO,Coffee/Tea,08/05/2024,9,0
VESELKA RESTAURANT,Eastern European,03/02/2022,12,1
DSALAM AFRICAN CUISINE,African,02/26/2025,48,0
OSLO COFFEE ROASTERS,Coffee/Tea,03/09/2022,43,1
PRANAKHON,Thai,07/27/2023,13,1
THE FIVE LAMPS,Irish,04/06/2022,41,1
LITTLE CUPCAKE BAKE SHOP,Bakery Products/Desserts,07/21/2022,33,1
DUNKIN,Donuts,12/03/2024,13,1
METROPOLITAN CLUB,Continental,12/04/2024,5,1
BOILERMAKER,American,04/01/2016,29,0
EL PATIO DE FELA,Spanish,10/11/2023,20,0
BLAKE & TODD,Sandwiches,08/15/2024,18,1
BREAK BAR,American,04/07/2022,25,0
TASTINGS,French,06/11/2024,28,0
LENA'S ITALIAN KITCHEN,Italian,08/21/2024,28,1
LOCANDA VERDE,Italian,02/22/2023,11,1
JOE COFFEE,Coffee/Tea,04/12/2023,4,0
SABOR A MEXICO TAQUERIA,Mexican,02/08/2023,7,0
TAQUERIA EMILIO,Mexican,02/22/2022,0,1
LE PAIN QUOTIDIEN,French,11/12/2024,13,0
